Date,Open,High,Low,Close,Adj Close,Volume
2020-02-07,0.282205,0.286520,0.277846,0.279284,0.279284,2372731517
2020-02-08,0.278878,0.280484,0.267578,0.277243,0.277243,2380993304
2020-02-09,0.277097,0.287235,0.276444,0.282457,0.282457,2343599758
2020-02-10,0.282486,0.283315,0.270231,0.274080,0.274080,2403459577
2020-02-11,0.273902,0.280746,0.267881,0.280141,0.280141,2383677083
2020-02-12,0.280272,0.307491,0.279948,0.304393,0.304393,4092541037
2020-02-13,0.304195,0.336142,0.303622,0.326706,0.326706,6473779289
2020-02-14,0.326363,0.337553,0.314526,0.334822,0.334822,4476902769
2020-02-15,0.335119,0.343972,0.302184,0.306236,0.306236,4282439063
2020-02-16,0.307265,0.318187,0.278036,0.295034,0.295034,4025339058
2020-02-17,0.294629,0.295218,0.271382,0.286572,0.286572,3690067847
2020-02-18,0.287010,0.300062,0.278746,0.297913,0.297913,3719318846
2020-02-19,0.297884,0.303685,0.277602,0.277602,0.277602,3096501889
2020-02-20,0.277138,0.281537,0.267330,0.272396,0.272396,3138024579
2020-02-21,0.272299,0.277900,0.270703,0.274938,0.274938,2626495845
2020-02-22,0.275345,0.276968,0.272305,0.275901,0.275901,2190665842
2020-02-23,0.275939,0.282868,0.275613,0.282711,0.282711,2313819448
2020-02-24,0.282590,0.283189,0.266478,0.270627,0.270627,2472100400
2020-02-25,0.270541,0.270824,0.253051,0.253412,0.253412,2590099692
2020-02-26,0.253371,0.255020,0.229383,0.230851,0.230851,3273784862
2020-02-27,0.231092,0.246190,0.226173,0.237116,0.237116,2775673347
2020-02-28,0.237111,0.243244,0.230776,0.236296,0.236296,2468502732
2020-02-29,0.236521,0.241962,0.231193,0.231193,0.231193,2061348763
2020-03-01,0.231105,0.235818,0.225707,0.228846,0.228846,2086828072
2020-03-02,0.228935,0.240349,0.227327,0.238747,0.238747,2466061224
2020-03-03,0.238669,0.238753,0.231990,0.234381,0.234381,2524293730
2020-03-04,0.234545,0.237961,0.231826,0.234530,0.234530,2280839542
2020-03-05,0.234555,0.242870,0.234555,0.239582,0.239582,2299594699
2020-03-06,0.239490,0.245920,0.239113,0.244088,0.244088,2423236344
2020-03-07,0.243970,0.244635,0.237024,0.237071,0.237071,2109420975
2020-03-08,0.237110,0.237110,0.206826,0.206904,0.206904,2627253062
2020-03-09,0.206683,0.211439,0.200741,0.209181,0.209181,2796925948
2020-03-10,0.209721,0.215253,0.206584,0.212235,0.212235,2317233373
2020-03-11,0.212293,0.213445,0.201465,0.208096,0.208096,2130165442
2020-03-12,0.208205,0.209124,0.139635,0.139635,0.139635,3547958418
2020-03-13,0.140524,0.164772,0.115093,0.159352,0.159352,5160523077
2020-03-14,0.159240,0.160035,0.145685,0.147292,0.147292,2310448365
2020-03-15,0.147293,0.162150,0.146127,0.153902,0.153902,2197842519
2020-03-16,0.153885,0.153885,0.133220,0.141063,0.141063,2646513874
2020-03-17,0.140982,0.150964,0.140982,0.144524,0.144524,2134494360
2020-03-18,0.144673,0.146911,0.140783,0.143100,0.143100,1964626837
2020-03-19,0.143159,0.170475,0.143130,0.165037,0.165037,2590533670
2020-03-20,0.165092,0.173812,0.149187,0.156868,0.156868,2946481356
2020-03-21,0.156715,0.160544,0.153647,0.158179,0.158179,2068099167
2020-03-22,0.158121,0.161106,0.149621,0.150214,0.150214,1864979798
2020-03-23,0.149929,0.157933,0.149190,0.157419,0.157419,2117431211
2020-03-24,0.157574,0.163493,0.156824,0.162255,0.162255,2155981658
2020-03-25,0.162290,0.163891,0.158634,0.161633,0.161633,2096308696
2020-03-26,0.161680,0.175916,0.160422,0.175019,0.175019,2236102811
2020-03-27,0.175003,0.186385,0.170564,0.176195,0.176195,2849306896
2020-03-28,0.175932,0.179475,0.167561,0.175783,0.175783,2689925753
2020-03-29,0.175680,0.176066,0.163225,0.163829,0.163829,1996124443
2020-03-30,0.163762,0.174170,0.163176,0.172171,0.172171,2131319206
2020-03-31,0.172134,0.177883,0.171549,0.174563,0.174563,2101862050
2020-04-01,0.174315,0.175323,0.169134,0.175323,0.175323,2053108172
2020-04-02,0.175180,0.183321,0.174310,0.178640,0.178640,2352651038
2020-04-03,0.178769,0.182728,0.176886,0.179467,0.179467,2106869711
2020-04-04,0.179612,0.182300,0.178305,0.181732,0.181732,1793826153
2020-04-05,0.181764,0.181996,0.177277,0.179406,0.179406,1660971367
2020-04-06,0.179628,0.195865,0.179359,0.195506,0.195506,2529832372
2020-04-07,0.195686,0.203868,0.191207,0.192093,0.192093,2626151910
2020-04-08,0.192137,0.201275,0.191408,0.200869,0.200869,2091042647
2020-04-09,0.200973,0.201336,0.195926,0.198257,0.198257,1878628668
2020-04-10,0.198156,0.198783,0.183706,0.187464,0.187464,2105282079
2020-04-11,0.187451,0.192394,0.186113,0.188063,0.188063,1847482831
2020-04-12,0.188229,0.193848,0.187617,0.190135,0.190135,2087857417
2020-04-13,0.190533,0.190533,0.181808,0.187732,0.187732,2253497429
2020-04-14,0.187808,0.188985,0.184262,0.185335,0.185335,1889687587
2020-04-15,0.185360,0.189266,0.181155,0.181270,0.181270,1963736221
2020-04-16,0.181254,0.191235,0.177414,0.190104,0.190104,2610251456
2020-04-17,0.190252,0.192006,0.187614,0.190202,0.190202,1887808776
2020-04-18,0.189911,0.195356,0.189820,0.194925,0.194925,1918245143
2020-04-19,0.195004,0.196344,0.190793,0.190859,0.190859,1904866741
2020-04-20,0.190821,0.194900,0.181831,0.183490,0.183490,2364973860
2020-04-21,0.183337,0.185644,0.182762,0.184328,0.184328,1912728846
2020-04-22,0.184175,0.189676,0.183120,0.187970,0.187970,1783803231
2020-04-23,0.187889,0.194790,0.186766,0.191711,0.191711,2271111354
2020-04-24,0.191876,0.196722,0.191710,0.193665,0.193665,1853837706
2020-04-25,0.193685,0.196545,0.193140,0.195054,0.195054,1648491142
2020-04-26,0.195033,0.197215,0.194504,0.196805,0.196805,1692427521
2020-04-27,0.196700,0.199275,0.195437,0.197978,0.197978,1792695610
2020-04-28,0.198046,0.218108,0.196372,0.215484,0.215484,2515531348
2020-04-29,0.215562,0.229627,0.213436,0.227432,0.227432,3041995823
2020-04-30,0.227169,0.235703,0.211577,0.212761,0.212761,3145263527
2020-05-01,0.212858,0.224771,0.212795,0.219248,0.219248,2306876493
2020-05-02,0.219275,0.225606,0.217248,0.223914,0.223914,2170661654
2020-05-03,0.224064,0.226340,0.217737,0.219414,0.219414,2182399826
2020-05-04,0.219451,0.220608,0.210598,0.218963,0.218963,2462194723
2020-05-05,0.218910,0.221752,0.215441,0.216463,0.216463,2104127661
2020-05-06,0.216284,0.222338,0.215210,0.215210,0.215210,2159327467
2020-05-07,0.215492,0.220939,0.213040,0.218917,0.218917,2582702615
2020-05-08,0.218837,0.221909,0.215489,0.219827,0.219827,2460030844
2020-05-09,0.219663,0.224728,0.216803,0.216902,0.216902,2543805062
2020-05-10,0.217133,0.217133,0.190549,0.198176,0.198176,3067472277
2020-05-11,0.198162,0.200186,0.188483,0.194064,0.194064,2470709527
2020-05-12,0.194241,0.199801,0.192729,0.197637,0.197637,2056508741
2020-05-13,0.197561,0.203411,0.196607,0.201480,0.201480,1947109951
2020-05-14,0.201341,0.204586,0.199653,0.203129,0.203129,2154131805
2020-05-15,0.202940,0.203416,0.197301,0.198911,0.198911,2046326382
2020-05-16,0.199081,0.202101,0.197924,0.200032,0.200032,1794850124
2020-05-17,0.200536,0.203872,0.199713,0.201255,0.201255,1752063749
2020-05-18,0.201353,0.206325,0.201024,0.205176,0.205176,1968537517
2020-05-19,0.205251,0.205327,0.201947,0.204028,0.204028,1973351018
2020-05-20,0.203935,0.205628,0.200245,0.201707,0.201707,1933723829
2020-05-21,0.201832,0.202703,0.191448,0.195509,0.195509,1753934487
2020-05-22,0.195535,0.201745,0.193609,0.200343,0.200343,1852264124
2020-05-23,0.200418,0.201769,0.197664,0.198856,0.198856,1459815520
2020-05-24,0.198911,0.201453,0.195403,0.195431,0.195431,1447641496
2020-05-25,0.195285,0.197629,0.192201,0.197327,0.197327,1671594106
2020-05-26,0.197273,0.197611,0.193404,0.193975,0.193975,1585691777
2020-05-27,0.193920,0.198821,0.193764,0.197857,0.197857,1535112977
2020-05-28,0.197924,0.200902,0.195621,0.200595,0.200595,1615654544
2020-05-29,0.200669,0.202827,0.197129,0.198348,0.198348,1477357235
2020-05-30,0.198349,0.206474,0.196925,0.206220,0.206220,1683149544
2020-05-31,0.206236,0.211519,0.201749,0.202906,0.202906,1737139256
2020-06-01,0.202834,0.210731,0.202112,0.210249,0.210249,1702904267
2020-06-02,0.210182,0.214335,0.200696,0.202764,0.202764,1850078103
2020-06-03,0.202901,0.204478,0.201270,0.203663,0.203663,1335828090
2020-06-04,0.203719,0.206494,0.201864,0.204982,0.204982,1368430496
2020-06-05,0.205044,0.206744,0.202069,0.204092,0.204092,1264429379
2020-06-06,0.204208,0.205002,0.202432,0.203142,0.203142,1048611012
2020-06-07,0.203180,0.204674,0.199672,0.203449,0.203449,1141964765
2020-06-08,0.203426,0.204178,0.201667,0.203771,0.203771,1042709461
2020-06-09,0.203809,0.204555,0.200992,0.202013,0.202013,1108186467
2020-06-10,0.201976,0.203485,0.200590,0.202938,0.202938,1106635421
2020-06-11,0.202916,0.203701,0.189520,0.190180,0.190180,1354031836
2020-06-12,0.190165,0.196277,0.188858,0.193943,0.193943,1157151094
2020-06-13,0.193989,0.194205,0.189932,0.193106,0.193106,1050423848
2020-06-14,0.193179,0.193667,0.191067,0.191617,0.191617,1023497502
2020-06-15,0.191617,0.193752,0.183816,0.193074,0.193074,1315332448
2020-06-16,0.193064,0.193270,0.190029,0.191307,0.191307,1158919075
2020-06-17,0.191496,0.197300,0.190306,0.193443,0.193443,1323161116
2020-06-18,0.193455,0.193457,0.189626,0.190957,0.190957,1045504279
2020-06-19,0.190924,0.191168,0.186534,0.186790,0.186790,1097387856
2020-06-20,0.186790,0.189806,0.186086,0.188500,0.188500,966690908
2020-06-21,0.188468,0.189103,0.185501,0.185610,0.185610,893641269
2020-06-22,0.185665,0.190080,0.185594,0.189272,0.189272,1209278721
2020-06-23,0.189295,0.189973,0.187062,0.188680,0.188680,1093605185
2020-06-24,0.188700,0.190857,0.183050,0.184272,0.184272,1138044691
2020-06-25,0.184076,0.184982,0.180956,0.183570,0.183570,1055030012
2020-06-26,0.183472,0.185867,0.179898,0.182671,0.182671,1269492277
2020-06-27,0.183096,0.185064,0.174489,0.176851,0.176851,1142888783
2020-06-28,0.176872,0.180510,0.175249,0.177692,0.177692,1139431604
2020-06-29,0.177648,0.179559,0.176243,0.177959,0.177959,1164729579
2020-06-30,0.177701,0.178355,0.175005,0.175870,0.175870,1010363683
2020-07-01,0.175750,0.178491,0.174703,0.176976,0.176976,1115989502
2020-07-02,0.177155,0.178338,0.174234,0.177244,0.177244,1053683055
2020-07-03,0.177265,0.178443,0.175130,0.176336,0.176336,976699960
2020-07-04,0.176262,0.179679,0.176196,0.177984,0.177984,1000145449
2020-07-05,0.177914,0.178729,0.174790,0.177017,0.177017,969679447
2020-07-06,0.177017,0.189148,0.176471,0.188567,0.188567,1423923826
2020-07-07,0.188567,0.189005,0.182713,0.184787,0.184787,1067033698
2020-07-08,0.184814,0.205727,0.184200,0.204692,0.204692,1878269321
2020-07-09,0.204598,0.210292,0.198560,0.202910,0.202910,1809158571
2020-07-10,0.202842,0.202842,0.193318,0.198652,0.198652,1161794555
2020-07-11,0.198724,0.203610,0.198640,0.201197,0.201197,996288334
2020-07-12,0.201217,0.203251,0.198361,0.200538,0.200538,850245455
2020-07-13,0.200538,0.205161,0.195940,0.198575,0.198575,1197056593
2020-07-14,0.198495,0.199556,0.195536,0.198809,0.198809,1197284578
2020-07-15,0.198774,0.199623,0.196693,0.197111,0.197111,1067413757
2020-07-16,0.197021,0.197416,0.190181,0.194048,0.194048,1055841762
2020-07-17,0.194051,0.197143,0.191723,0.194281,0.194281,936113620
2020-07-18,0.194349,0.201602,0.193937,0.199341,0.199341,870207693
2020-07-19,0.199404,0.201336,0.196133,0.199135,0.199135,828392852
2020-07-20,0.199142,0.199775,0.193704,0.195065,0.195065,848780531
2020-07-21,0.194871,0.200471,0.194008,0.198988,0.198988,928954951
2020-07-22,0.199029,0.203739,0.196883,0.203342,0.203342,935529987
2020-07-23,0.203331,0.209244,0.201667,0.207578,0.207578,1443659224
2020-07-24,0.207814,0.208013,0.202637,0.204049,0.204049,1294356195
2020-07-25,0.203959,0.216598,0.203757,0.214102,0.214102,1225769666
2020-07-26,0.213994,0.224031,0.212792,0.214982,0.214982,1448138807
2020-07-27,0.214948,0.227415,0.211676,0.223672,0.223672,1762737985
2020-07-28,0.223889,0.233693,0.217894,0.230277,0.230277,1754695828
2020-07-29,0.230148,0.249353,0.230079,0.243099,0.243099,2022835116
2020-07-30,0.243254,0.248586,0.238768,0.244522,0.244522,1650758400
2020-07-31,0.244649,0.259601,0.242200,0.258904,0.258904,1854522560
2020-08-01,0.258904,0.295759,0.255844,0.289529,0.289529,3167874461
2020-08-02,0.289742,0.322561,0.275593,0.287062,0.287062,4780736538
2020-08-03,0.287490,0.318866,0.285190,0.309940,0.309940,3340814994
2020-08-04,0.309935,0.318296,0.294030,0.300493,0.300493,2746437659
2020-08-05,0.300783,0.307874,0.292720,0.303311,0.303311,2048410252
2020-08-06,0.303142,0.310062,0.298339,0.303584,0.303584,1946386689
2020-08-07,0.303464,0.309324,0.287329,0.294664,0.294664,4278382957
2020-08-08,0.294905,0.298728,0.291252,0.294022,0.294022,1355768291
2020-08-09,0.294618,0.298061,0.283924,0.288653,0.288653,1391288259
2020-08-10,0.288569,0.299405,0.288569,0.294659,0.294659,2108627560
2020-08-11,0.294683,0.305783,0.274603,0.284449,0.284449,4542499150
2020-08-12,0.284376,0.289849,0.274191,0.284930,0.284930,2001506679
2020-08-13,0.284930,0.298182,0.274354,0.297807,0.297807,2061442814
2020-08-14,0.297533,0.306374,0.293853,0.300371,0.300371,2246050523
2020-08-15,0.300246,0.304188,0.294891,0.299661,0.299661,2260353636
2020-08-16,0.299767,0.304052,0.294289,0.303492,0.303492,2078824448
2020-08-17,0.303641,0.324403,0.298660,0.314767,0.314767,3001054633
2020-08-18,0.314218,0.320406,0.301843,0.303307,0.303307,2126503478
2020-08-19,0.303513,0.305540,0.282474,0.290246,0.290246,2163768928
2020-08-20,0.290301,0.294099,0.286078,0.292573,0.292573,1749934412
2020-08-21,0.292468,0.295518,0.280258,0.280682,0.280682,1833818566
2020-08-22,0.280635,0.286546,0.275896,0.286546,0.286546,1417207522
2020-08-23,0.286358,0.287276,0.278829,0.285386,0.285386,1183627267
2020-08-24,0.285278,0.291312,0.283117,0.289215,0.289215,1237229520
2020-08-25,0.289044,0.289571,0.273311,0.277927,0.277927,1403395912
2020-08-26,0.277693,0.280136,0.274876,0.277491,0.277491,1194610015
2020-08-27,0.277360,0.278688,0.257513,0.264511,0.264511,1471948899
2020-08-28,0.264658,0.273302,0.261309,0.272046,0.272046,1178427813
2020-08-29,0.272009,0.276839,0.269447,0.274497,0.274497,1053592719
2020-08-30,0.274568,0.283597,0.274357,0.283034,0.283034,1202203314
2020-08-31,0.283065,0.284512,0.278658,0.281766,0.281766,1209798563
2020-09-01,0.281612,0.298213,0.278456,0.295696,0.295696,1730740377
2020-09-02,0.295612,0.303214,0.269151,0.276461,0.276461,1985414445
2020-09-03,0.276636,0.276726,0.245419,0.246580,0.246580,1847290355
2020-09-04,0.246726,0.266139,0.244301,0.255883,0.255883,1924234480
2020-09-05,0.255808,0.259606,0.233811,0.237692,0.237692,2160621038
2020-09-06,0.237692,0.243732,0.231323,0.240731,0.240731,1752405005
2020-09-07,0.240812,0.243432,0.231285,0.242174,0.242174,1773175897
2020-09-08,0.242029,0.243872,0.232833,0.236753,0.236753,1618416970
2020-09-09,0.236723,0.243213,0.234273,0.239609,0.239609,1203137131
2020-09-10,0.239689,0.249185,0.239570,0.243530,0.243530,1353359148
2020-09-11,0.243530,0.244815,0.237520,0.243292,0.243292,1096662166
2020-09-12,0.243055,0.248752,0.241820,0.247814,0.247814,1043746083
2020-09-13,0.247814,0.253136,0.238857,0.241801,0.241801,1163182194
2020-09-14,0.241804,0.249822,0.240322,0.246327,0.246327,1195994290
2020-09-15,0.246265,0.249245,0.243392,0.243850,0.243850,1245531094
2020-09-16,0.244010,0.250974,0.236727,0.247847,0.247847,1421286455
2020-09-17,0.247743,0.258190,0.247218,0.252194,0.252194,1735400721
2020-09-18,0.252284,0.255716,0.247091,0.250707,0.250707,1282349756
2020-09-19,0.250530,0.254101,0.248359,0.251716,0.251716,1043485055
2020-09-20,0.251663,0.251663,0.243716,0.246743,0.246743,1091283585
2020-09-21,0.246818,0.248110,0.230479,0.232138,0.232138,1718957623
2020-09-22,0.231848,0.234743,0.230237,0.233417,0.233417,1019583831
2020-09-23,0.233287,0.235041,0.221130,0.221221,0.221221,1646803535
2020-09-24,0.221675,0.233687,0.220331,0.232905,0.232905,1937069766
2020-09-25,0.232928,0.244329,0.230322,0.241922,0.241922,1770527280
2020-09-26,0.241852,0.245553,0.238702,0.242160,0.242160,1589059311
2020-09-27,0.241792,0.244359,0.238526,0.242755,0.242755,1388129507
2020-09-28,0.243334,0.247687,0.241593,0.241862,0.241862,1722817156
2020-09-29,0.241269,0.246552,0.239038,0.243177,0.243177,1630882291
2020-09-30,0.243070,0.243070,0.238854,0.241784,0.241784,1571088310
2020-10-01,0.241969,0.244645,0.234942,0.238249,0.238249,1725071846
2020-10-02,0.238297,0.239306,0.229823,0.234117,0.234117,1849001296
2020-10-03,0.234161,0.234972,0.232938,0.232938,0.232938,1261839176
2020-10-04,0.233072,0.250138,0.232210,0.247685,0.247685,1885456462
2020-10-05,0.248190,0.253691,0.247091,0.250816,0.250816,2159900755
2020-10-06,0.250834,0.258777,0.242357,0.245341,0.245341,3068832281
2020-10-07,0.245435,0.251211,0.241714,0.248539,0.248539,1894313447
2020-10-08,0.248887,0.252821,0.242914,0.251454,0.251454,1984994731
2020-10-09,0.251449,0.256678,0.249980,0.253491,0.253491,2104833281
2020-10-10,0.253227,0.259773,0.253144,0.254290,0.254290,1957706164
2020-10-11,0.254201,0.258189,0.253823,0.255719,0.255719,1851962086
2020-10-12,0.255668,0.258219,0.250172,0.256446,0.256446,2117892928
2020-10-13,0.256351,0.260049,0.253335,0.256323,0.256323,2098212018
2020-10-14,0.256727,0.258393,0.246683,0.249448,0.249448,1954936434
2020-10-15,0.249406,0.250278,0.244011,0.245940,0.245940,1652788747
2020-10-16,0.246058,0.247590,0.238500,0.240443,0.240443,1656312547
2020-10-17,0.240541,0.242719,0.239218,0.240931,0.240931,1173505925
2020-10-18,0.240850,0.243419,0.240571,0.242225,0.242225,1238720802
2020-10-19,0.242308,0.249471,0.240497,0.245964,0.245964,1435700560
2020-10-20,0.245927,0.249400,0.242562,0.243573,0.243573,1526376279
2020-10-21,0.243485,0.255227,0.243179,0.251615,0.251615,2306399543
2020-10-22,0.251335,0.263463,0.251233,0.256807,0.256807,2827483708
2020-10-23,0.257326,0.259306,0.250713,0.254879,0.254879,2125734863
2020-10-24,0.254879,0.257645,0.252832,0.256431,0.256431,1590424952
2020-10-25,0.256431,0.257147,0.251745,0.253213,0.253213,1484930709
2020-10-26,0.253213,0.258408,0.244082,0.248688,0.248688,2390566065
2020-10-27,0.248688,0.253874,0.248097,0.252899,0.252899,2273574015
2020-10-28,0.252900,0.256393,0.244608,0.245865,0.245865,2375598739
2020-10-29,0.245865,0.246996,0.240312,0.242295,0.242295,5451698743
2020-10-30,0.242292,0.244000,0.232828,0.239184,0.239184,2364402263
2020-10-31,0.239188,0.243219,0.237749,0.239744,0.239744,2100764094
2020-11-01,0.239739,0.241320,0.237094,0.239797,0.239797,1855741696
2020-11-02,0.239804,0.244259,0.233769,0.235421,0.235421,2412875798
2020-11-03,0.235420,0.242128,0.228772,0.239510,0.239510,3052524907
2020-11-04,0.239510,0.240390,0.233388,0.237793,0.237793,3335786074
2020-11-05,0.237799,0.247046,0.237558,0.245776,0.245776,2949508995
2020-11-06,0.245770,0.260805,0.245307,0.258445,0.258445,3282591092
2020-11-07,0.258445,0.266417,0.245585,0.249582,0.249582,3395345984
2020-11-08,0.249582,0.256735,0.247913,0.253939,0.253939,2364742336
2020-11-09,0.253939,0.256070,0.246115,0.250748,0.250748,3079413903
2020-11-10,0.250753,0.264297,0.248724,0.253911,0.253911,3488798458
2020-11-11,0.253911,0.259724,0.252842,0.256259,0.256259,2811079099
2020-11-12,0.256258,0.258081,0.252839,0.254903,0.254903,2443233108
2020-11-13,0.254903,0.265679,0.254091,0.265191,0.265191,2989109717
2020-11-14,0.265191,0.277014,0.262454,0.268342,0.268342,4433908911
2020-11-15,0.268342,0.276618,0.264645,0.269642,0.269642,3613774298
2020-11-16,0.269641,0.288008,0.268053,0.285520,0.285520,4105697051
2020-11-17,0.291796,0.304402,0.291113,0.302408,0.302408,6002566535
2020-11-18,0.302397,0.307277,0.283828,0.294222,0.294222,5684799554
2020-11-19,0.294222,0.306505,0.284643,0.303766,0.303766,5230574728
2020-11-20,0.303766,0.329393,0.298203,0.328068,0.328068,6283633942
2020-11-21,0.328068,0.463057,0.328068,0.458344,0.458344,16206296041
2020-11-22,0.458344,0.491902,0.413256,0.443700,0.443700,19097682286
2020-11-23,0.443701,0.614969,0.434732,0.613980,0.613980,20715303968
2020-11-24,0.614193,0.768019,0.577906,0.692103,0.692103,32826193388
2020-11-25,0.692154,0.719857,0.596548,0.635483,0.635483,23569614498
2020-11-26,0.634892,0.649730,0.462141,0.533019,0.533019,23673915793
2020-11-27,0.533383,0.585865,0.508714,0.559268,0.559268,18713160692
2020-11-28,0.559675,0.644550,0.542640,0.625622,0.625622,17173561815
2020-11-29,0.625742,0.634513,0.588363,0.606246,0.606246,15391721339
2020-11-30,0.606289,0.672179,0.600425,0.664337,0.664337,17398359053
2020-12-01,0.664515,0.679158,0.594348,0.612923,0.612923,16985355820
2020-12-02,0.612992,0.635897,0.598636,0.629893,0.629893,12874875863
2020-12-03,0.629995,0.640333,0.616173,0.631483,0.631483,9884297219
2020-12-04,0.631469,0.632967,0.546687,0.557262,0.557262,9629062989
2020-12-05,0.557088,0.595839,0.551785,0.584421,0.584421,8565677726
2020-12-06,0.584414,0.625878,0.581516,0.619851,0.619851,10280250882
2020-12-07,0.619714,0.622832,0.592819,0.608934,0.608934,7718537440
2020-12-08,0.608858,0.610161,0.554570,0.558836,0.558836,8302771172
2020-12-09,0.558667,0.601939,0.505983,0.583590,0.583590,12648574700
2020-12-10,0.583657,0.586856,0.556169,0.572954,0.572954,9695432997
2020-12-11,0.573062,0.583693,0.531383,0.546483,0.546483,10708202570
2020-12-12,0.546316,0.546316,0.487353,0.506401,0.506401,10925057158
2020-12-13,0.506678,0.526960,0.487282,0.511464,0.511464,8534780504
2020-12-14,0.511608,0.517141,0.490168,0.497712,0.497712,7110439196
2020-12-15,0.497688,0.506610,0.465994,0.469710,0.469710,9052977849
2020-12-16,0.469677,0.568772,0.442028,0.568628,0.568628,15158282218
2020-12-17,0.568488,0.653909,0.546419,0.576677,0.576677,21429914951
2020-12-18,0.576739,0.610361,0.552338,0.584280,0.584280,14936843250
2020-12-19,0.584200,0.601961,0.568032,0.579163,0.579163,11188586674
2020-12-20,0.578990,0.585579,0.538510,0.556058,0.556058,9611613770
2020-12-21,0.555961,0.567767,0.502857,0.516944,0.516944,9852685075
2020-12-22,0.516792,0.521599,0.410551,0.448448,0.448448,15134323976
2020-12-23,0.447966,0.447966,0.221363,0.258602,0.258602,19793483656
2020-12-24,0.259113,0.367624,0.243742,0.337819,0.337819,16742652289
2020-12-25,0.337331,0.380603,0.285174,0.318091,0.318091,16321189804
2020-12-26,0.318074,0.322314,0.287183,0.294713,0.294713,9984475081
2020-12-27,0.294758,0.307464,0.270248,0.283039,0.283039,9250325478
2020-12-28,0.283366,0.306016,0.239413,0.247958,0.247958,8389871765
2020-12-29,0.247673,0.248318,0.174831,0.220962,0.220962,12970077098
2020-12-30,0.220902,0.235360,0.194670,0.211828,0.211828,8894036560
2020-12-31,0.211787,0.227613,0.206465,0.219846,0.219846,5363979601
2021-01-01,0.219845,0.249270,0.217288,0.237444,0.237444,5888429287
2021-01-02,0.237670,0.238388,0.215816,0.221655,0.221655,4773658725
2021-01-03,0.221744,0.237741,0.217167,0.225848,0.225848,5109898871
2021-01-04,0.226038,0.256477,0.219722,0.236677,0.236677,6141918380
2021-01-05,0.236636,0.241251,0.221602,0.226750,0.226750,5378491929
2021-01-06,0.226866,0.269158,0.223464,0.250895,0.250895,7552726810
2021-01-07,0.250926,0.365296,0.247810,0.326002,0.326002,15955049240
2021-01-08,0.326089,0.345916,0.291539,0.323230,0.323230,9825829516
2021-01-09,0.323156,0.339859,0.307895,0.326916,0.326916,7184429145
2021-01-10,0.326833,0.365221,0.292159,0.318336,0.318336,9647740012
2021-01-11,0.317941,0.317941,0.259468,0.288905,0.288905,9787288503
